Edge,Family,Rotation,NLL,AIC,BIC
T1_E35,Bicopfamily.clayton,0,-0.32159749720255126,1459.3568050055949,5184.181334721088
T1_E36,Bicopfamily.student,0,1.2456084446690974,1464.4912168893381,5194.418245960606
T1_E37,Bicopfamily.student,0,-44.41622240543886,1373.1675551891224,5103.094584260391
T1_E38,Bicopfamily.frank,0,-15.091589062532698,173.8168218749346,694.2717561639488
T1_E39,Bicopfamily.gaussian,0,-47.151271452457166,501.69745709508567,2022.2422651159309
T1_E40,Bicopfamily.student,0,-23.86927072124404,1414.261458557512,5144.18848762878
T1_E41,Bicopfamily.frank,0,-18.40186316251986,167.19627367496028,687.6512079639745
T1_E42,Bicopfamily.gumbel,270,0.14946099136447366,1460.2989219827289,5185.123451698222
T1_E43,Bicopfamily.student,0,-6.168653275488768,1449.6626934490225,5179.589722520291
T1_E44,Bicopfamily.frank,0,-56.106578043441885,91.78684391311623,612.2417782021305
T1_E45,Bicopfamily.student,0,-11.710265855636203,1438.5794682887276,5168.506497359996
T1_E46,Bicopfamily.student,0,-13.563544078840454,1434.8729118423191,5164.799940913587
T1_E47,Bicopfamily.student,0,-9.096421412744206,1443.8071571745115,5173.73418624578
T1_E48,Bicopfamily.frank,0,-14.622071431573564,174.75585713685288,695.2107914258671
T1_E49,Bicopfamily.student,0,1.0138552773291858,1464.0277105546584,5193.954739625927
T1_E50,Bicopfamily.gaussian,0,-28.3505601695047,539.2988796609906,2059.843687681836
T1_E51,Bicopfamily.student,0,-9.797844477526592,1442.4043110449468,5172.331340116215
T1_E52,Bicopfamily.student,0,-13.494999755093048,1435.0100004898138,5164.937029561082
T1_E53,Bicopfamily.gumbel,90,-15.316222846525724,1429.3675543069485,5154.192084022442
T1_E54,Bicopfamily.frank,0,-21.673410465137792,160.65317906972442,681.1081133587386
T1_E55,Bicopfamily.student,0,-3.2041088998481886,1455.5917822003037,5185.518811271572
T1_E56,Bicopfamily.frank,0,-15.609231360402248,172.7815372791955,693.2364715682097
T1_E57,Bicopfamily.student,0,-3.1030784047464084,1455.7938431905072,5185.720872261775
T1_E58,Bicopfamily.frank,0,-12.634315728556683,178.73136854288663,699.1863028319009
T1_E59,Bicopfamily.student,0,-3.91452738745973,1454.1709452250805,5184.097974296349
T2_E0,Indep,0,0.0,0.0,0.0
T2_E1,Bicopfamily.gaussian,0,-13.757248345958114,568.4855033080838,2089.030311328929
T2_E2,Indep,0,0.0,0.0,0.0
T2_E3,Bicopfamily.student,0,1.4234502678460144,1464.846900535692,5194.77392960696
T2_E4,Bicopfamily.clayton,270,-0.6417938370223355,1458.7164123259554,5183.540942041449
T2_E5,Indep,0,0.0,0.0,0.0
T2_E6,Indep,0,0.0,0.0,0.0
T2_E7,Bicopfamily.student,0,-3.1233645740337583,1455.7532708519325,5185.6802999232
T2_E8,Indep,0,0.0,0.0,0.0
T2_E9,Bicopfamily.student,0,-8.924672274521866,1444.1506554509563,5174.077684522224
T2_E10,Indep,0,0.0,0.0,0.0
T2_E11,Bicopfamily.student,0,4.146620476526369,1470.2932409530526,5200.2202700243215
T2_E12,Bicopfamily.student,0,-524.5361856357074,412.9276287285852,4142.854657799853
T2_E13,Indep,0,0.0,0.0,0.0
T2_E14,Indep,0,0.0,0.0,0.0
T2_E15,Indep,0,0.0,0.0,0.0
T2_E16,Bicopfamily.student,0,2.440161695953088,1466.8803233919061,5196.8073524631745
T2_E17,Bicopfamily.student,0,4.4020294865872405,1470.8040589731745,5200.731088044443
T2_E18,Indep,0,0.0,0.0,0.0
T2_E19,Bicopfamily.gaussian,0,-47.61516257982756,500.76967484034486,2021.31448286119
T2_E20,Bicopfamily.gaussian,0,-88.59167382627743,418.81665234744514,1939.3614603682904
T2_E21,Bicopfamily.frank,0,-12.901304531471784,178.19739093705644,698.6523252260706
T2_E22,Indep,0,0.0,0.0,0.0
T2_E23,Bicopfamily.gumbel,90,-1.6048670886397995,1456.7902658227204,5181.614795538214
T2_E24,Indep,0,0.0,0.0,0.0
T2_E25,Bicopfamily.student,0,-3.0995862688362337,1455.8008274623276,5185.7278565335955
T2_E26,Bicopfamily.student,0,-0.8055974237870331,1460.388805152426,5190.315834223695
T2_E27,Bicopfamily.frank,0,-8.697780184330547,186.6044396313389,707.0593739203531
T2_E28,Indep,0,0.0,0.0,0.0
T2_E29,Bicopfamily.frank,0,-12.797687840620856,178.4046243187583,698.8595586077724
T2_E30,Bicopfamily.student,0,-8.201329665541456,1445.597340668917,5175.524369740186
T2_E31,Bicopfamily.student,0,-8.748417589535517,1444.503164820929,5174.430193892197
T2_E32,Bicopfamily.student,0,9.729770523485287,1481.4595410469706,5211.386570118239
T2_E33,Indep,0,0.0,0.0,0.0
T2_E34,Indep,0,0.0,0.0,0.0
T2_E35,Indep,0,0.0,0.0,0.0
T2_E36,Bicopfamily.clayton,90,14.931365244213346,1489.8627304884267,5214.68726020392
T2_E37,Bicopfamily.student,0,1.069585037274447,1464.139170074549,5194.066199145817
T2_E38,Indep,0,0.0,0.0,0.0
T2_E39,Indep,0,0.0,0.0,0.0
T2_E40,Bicopfamily.frank,0,-111.11210224286594,-18.22420448573189,502.2307298032823
T2_E41,Indep,0,0.0,0.0,0.0
T2_E42,Bicopfamily.student,0,-10.534032826927703,1440.9319343461445,5170.858963417413
T2_E43,Bicopfamily.clayton,270,12.445456224632192,1484.8909124492643,5209.715442164758
T2_E44,Bicopfamily.student,0,-229.16513641545544,1003.6697271690891,4733.5967562403575
T2_E45,Bicopfamily.student,0,-289.0215732784566,883.9568534430869,4613.883882514356
T2_E46,Indep,0,0.0,0.0,0.0
T2_E47,Bicopfamily.frank,0,-379.1605421176225,-554.321084235245,-33.86614994623085
T2_E48,Bicopfamily.gaussian,0,-55.51095580798014,484.9780883840397,2005.522896404885
T2_E49,Bicopfamily.gaussian,0,-405.18950522080934,-214.37901044161868,1306.1657975792266
T2_E50,Bicopfamily.gumbel,90,0.10122162989137654,1460.2024432597827,5185.026972975276
T2_E51,Bicopfamily.student,0,-6.281372706992434,1449.4372545860151,5179.3642836572835
T2_E52,Bicopfamily.student,0,-11.069221991014013,1439.861556017972,5169.788585089241
T2_E53,Bicopfamily.student,0,-9.743989879476775,1442.5120202410465,5172.439049312315
T2_E54,Bicopfamily.frank,0,-16.34417530256017,171.31164939487965,691.7665836838938
T2_E55,Bicopfamily.clayton,180,-31.556154757991166,1396.8876904840176,5121.712220199512
T2_E56,Bicopfamily.frank,0,-5.1313349287626755,193.73733014247466,714.1922644314889
T2_E57,Bicopfamily.student,0,11.476259794555071,1484.9525195891101,5214.8795486603785
T2_E58,Indep,0,0.0,0.0,0.0
T3_E0,Indep,0,0.0,0.0,0.0
T3_E1,Indep,0,0.0,0.0,0.0
T3_E2,Bicopfamily.gumbel,270,-11.19985972881269,1437.6002805423745,5162.424810257869
T3_E3,Indep,0,0.0,0.0,0.0
T3_E4,Indep,0,0.0,0.0,0.0
T3_E5,Indep,0,0.0,0.0,0.0
T3_E6,Indep,0,0.0,0.0,0.0
T3_E7,Bicopfamily.student,0,-3.545146958948866,1454.9097060821023,5184.836735153371
T3_E8,Bicopfamily.gumbel,0,-0.04657099677726319,1459.9068580064454,5184.731387721939
T3_E9,Bicopfamily.gumbel,90,-1.3614786834681838,1457.2770426330637,5182.101572348557
T3_E10,Indep,0,0.0,0.0,0.0
T3_E11,Bicopfamily.student,0,-128.6988092299795,1204.602381540041,4934.52941061131
T3_E12,Bicopfamily.gaussian,0,-116.49316563610239,363.0136687277952,1883.5584767486405
T3_E13,Bicopfamily.frank,0,-158.4727817801216,-112.94556356024322,407.509370728771
T3_E14,Indep,0,0.0,0.0,0.0
T3_E15,Indep,0,0.0,0.0,0.0
T3_E16,Bicopfamily.frank,0,-9.318024831348993,185.36395033730201,705.8188846263163
T3_E17,Indep,0,0.0,0.0,0.0
T3_E18,Indep,0,0.0,0.0,0.0
T3_E19,Bicopfamily.frank,0,-18.453505447245803,167.0929891055084,687.5479233945226
T3_E20,Bicopfamily.frank,0,-5.150670108497831,193.69865978300433,714.1535940720186
T3_E21,Indep,0,0.0,0.0,0.0
T3_E22,Indep,0,0.0,0.0,0.0
T3_E23,Indep,0,0.0,0.0,0.0
T3_E24,Indep,0,0.0,0.0,0.0
T3_E25,Indep,0,0.0,0.0,0.0
T3_E26,Bicopfamily.frank,0,-416.07027401203743,-628.1405480240749,-107.68561373506066
T3_E27,Indep,0,0.0,0.0,0.0
T3_E28,Bicopfamily.student,0,3.196104513082674,1468.3922090261653,5198.319238097434
T3_E29,Bicopfamily.frank,0,-17.496175394625357,169.0076492107493,689.4625834997635
T3_E30,Indep,0,0.0,0.0,0.0
T3_E31,Bicopfamily.student,0,2.3310524423216537,1466.6621048846432,5196.589133955912
T3_E32,Indep,0,0.0,0.0,0.0
T3_E33,Indep,0,0.0,0.0,0.0
T3_E34,Indep,0,0.0,0.0,0.0
T3_E35,Indep,0,0.0,0.0,0.0
T3_E36,Indep,0,0.0,0.0,0.0
T3_E37,Bicopfamily.student,0,-327.3237477268566,807.3525045462868,4537.279533617555
T3_E38,Indep,0,0.0,0.0,0.0
T3_E39,Bicopfamily.student,0,-291.70478781359225,878.5904243728155,4608.517453444084
T3_E40,Bicopfamily.student,0,-92.10156241663054,1277.796875166739,5007.723904238007
T3_E41,Indep,0,0.0,0.0,0.0
T3_E42,Indep,0,0.0,0.0,0.0
T3_E43,Bicopfamily.student,0,-356.8242245408821,748.3515509182358,4478.278579989505
T3_E44,Indep,0,0.0,0.0,0.0
T3_E45,Indep,0,0.0,0.0,0.0
T3_E46,Bicopfamily.frank,0,-89.35167396200194,25.29665207599612,545.7515863650103
T3_E47,Indep,0,0.0,0.0,0.0
T3_E48,Bicopfamily.student,0,-9.43853444318807,1443.122931113624,5173.049960184892
