Edge,Family,Rotation,Omega,A,B,Nu,NLL,AIC,BIC
T0_E50,Bicopfamily.gumbel,90,-0.4039064049720764,0.0387553870677948,0.9905244708061218,,-204.9653339254814,-403.9306678509628,-388.62316978363884
T0_E51,Bicopfamily.student,0,0.32211315631866455,0.024926207959651947,0.9814939498901367,2.8744122982025146,-139.21565696409033,-270.43131392818066,-250.02131650508207
T0_E52,Bicopfamily.gumbel,0,-0.06267452239990234,0.23449058830738068,0.8635725975036621,,-288.018650524614,-570.037301049228,-554.729802981904
T0_E53,Bicopfamily.student,0,-0.8567211031913757,0.03332947567105293,0.9532687664031982,4.733016014099121,-422.07752075483336,-836.1550415096667,-815.7450440865681
T0_E54,Bicopfamily.student,0,0.8205574750900269,0.06668578088283539,0.7552409768104553,8.671710014343262,-373.2535895647803,-738.5071791295607,-718.097181706462
T0_E55,Bicopfamily.gumbel,270,-0.27110767364501953,0.04500069469213486,0.9891980290412903,,-234.15220952254805,-462.3044190450961,-446.99692097777216
T0_E56,Bicopfamily.frank,0,2.6118509769439697,0.4510003328323364,0.7824641466140747,,-110.83899009880355,-215.6779801976071,-200.37048213028316
T0_E57,Bicopfamily.frank,0,2.999091148376465,0.16630274057388306,0.9587600827217102,,-145.80825609832925,-285.6165121966585,-270.30901412933457
T0_E58,Bicopfamily.gumbel,180,-0.5200804471969604,0.12351281195878983,0.9558952450752258,,-192.6069946229308,-379.2139892458616,-363.9064911785377
T0_E59,Bicopfamily.gumbel,90,-0.852648138999939,0.0957186222076416,0.9811521768569946,,-123.72742853565319,-241.45485707130638,-226.14735900398244
T0_E60,Bicopfamily.student,0,0.5164618492126465,0.03566397726535797,0.9761480093002319,6.718589782714844,-195.36619192058913,-382.73238384117826,-362.32238641807965
T1_E0,Bicopfamily.gaussian,0,-0.17821286618709564,-0.004287860821932554,0.9312668442726135,,-19.276044006096306,-32.55208801219261,-17.244589944868665
T1_E1,Bicopfamily.student,0,-0.1666928380727768,0.0010605516145005822,0.9696757793426514,14.706706047058105,-16.44525769614465,-24.890515392289302,-4.480517969190707
T1_E2,Bicopfamily.frank,0,-0.8603838682174683,0.23125094175338745,0.7649424076080322,,-13.667986181449363,-21.335972362898726,-6.028474295574778
T1_E3,Bicopfamily.gaussian,0,-0.17102362215518951,0.008318522945046425,0.9751210808753967,,-18.50125346795436,-31.00250693590872,-15.695008868584772
T1_E4,Bicopfamily.student,0,0.0012424555607140064,0.0026128925383090973,0.9734228849411011,11.30427360534668,-0.02125602084648892,7.957487958307022,28.36748538140562
T1_E5,Bicopfamily.student,0,-0.13405174016952515,0.0031271253246814013,0.9819528460502625,7.74324893951416,-7.319204019937756,-6.638408039875513,13.771589383223082
T1_E6,Bicopfamily.frank,0,-0.9040367603302002,0.0625014379620552,0.9554562568664551,,-15.448989727180448,-24.897979454360897,-9.590481387036949
T1_E7,Bicopfamily.gumbel,0,-4.031081199645996,0.14021527767181396,0.98358154296875,,0.48345959703042807,6.966919194060856,22.274417261384805
T1_E8,Bicopfamily.frank,0,-0.44763433933258057,0.0707235038280487,0.979451596736908,,-9.90559531827376,-13.811190636547519,1.4963074307764295
T1_E9,Bicopfamily.student,0,-0.05817017704248428,0.007064418867230415,0.9844212532043457,9.703034400939941,0.6428661349708102,9.28573226994162,29.695729693040214
T1_E10,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E11,Bicopfamily.gaussian,0,-0.14601384103298187,0.012151092290878296,0.981532096862793,,-16.283566297092282,-26.567132594184564,-11.259634526860616
T1_E12,Bicopfamily.student,0,-0.05121259763836861,0.0017364037921652198,0.9499057531356812,13.844547271728516,3.2036944418855757,14.407388883771151,34.81738630686975
T1_E13,Bicopfamily.student,0,-0.1374683827161789,-0.009837891906499863,0.9887226819992065,25.402175903320312,-15.422153426148025,-22.84430685229605,-2.434309429197455
T1_E14,Bicopfamily.student,0,-0.0746920257806778,0.018016928806900978,0.9896551370620728,13.508578300476074,-10.087129183970593,-12.174258367941185,8.23573905515741
T1_E15,Bicopfamily.gumbel,180,-3.2364304065704346,0.17072215676307678,0.9199873805046082,,-2.4281786897825475,1.143642620434905,16.45114068775885
T1_E16,Bicopfamily.student,0,0.029415374621748924,0.020740875974297523,0.9718772768974304,15.161872863769531,-2.867871599312025,2.26425680137595,22.674254224474545
T1_E17,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E18,Bicopfamily.clayton,270,-3.0945253372192383,-0.2804093658924103,0.9602803587913513,,-1.5835690333194088,2.8328619333611824,18.14036000068513
T1_E19,Bicopfamily.student,0,-0.024391749873757362,-0.0028376076370477676,0.9827926754951477,17.48578453063965,-3.39848853729992,1.2030229254001599,21.613020348498754
T1_E20,Bicopfamily.student,0,-0.12091734260320663,0.003135576844215393,0.9724855422973633,11.366557121276855,-10.841078736389422,-13.682157472778844,6.727839950319751
T1_E21,Bicopfamily.student,0,0.09265081584453583,-0.010634418576955795,0.9586729407310486,13.640448570251465,-12.24226788840356,-16.48453577680712,3.925461646291474
T1_E22,Bicopfamily.gaussian,0,-0.027607141062617302,-0.009621290490031242,0.9819220304489136,,-1.8704536360770723,2.2590927278458555,17.5665907951698
T1_E23,Bicopfamily.clayton,180,-2.6461093425750732,0.3732896149158478,0.9915852546691895,,1.5556086387169823,9.111217277433965,24.418715344757913
T1_E24,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E25,Bicopfamily.student,0,0.010376459918916225,0.012453543022274971,0.8670374155044556,30.502361297607422,-0.7488303813460757,6.502339237307849,26.912336660406442
T1_E26,Bicopfamily.frank,0,-0.28673475980758667,-0.14909254014492035,0.9828672409057617,,-10.07172366869922,-14.143447337398442,1.1640507299255063
T1_E27,Bicopfamily.frank,0,-0.03394053131341934,-0.023234350606799126,0.9691835045814514,,-0.32468785748694007,5.35062428502612,20.65812235235007
T1_E28,Bicopfamily.student,0,-0.054972510784864426,-0.018750909715890884,0.9153380990028381,9.894034385681152,5.476405805227984,18.952811610455967,39.36280903355456
T1_E29,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E30,Bicopfamily.clayton,0,-2.583866596221924,0.33779725432395935,0.8295269012451172,,-4.663035695117637,-3.326071390235274,11.981426677088674
T1_E31,Bicopfamily.clayton,180,-3.0237395763397217,-0.23692016303539276,0.9790462255477905,,-2.3783305008737994,1.2433389982524012,16.55083706557635
T1_E32,Bicopfamily.student,0,-0.039847224950790405,-0.013880463317036629,0.917353630065918,12.97335147857666,5.157907992150613,18.315815984301224,38.72581340739982
T1_E33,Bicopfamily.frank,0,-0.14147982001304626,0.2023240625858307,0.9113977551460266,,-3.7114240391843465,-1.422848078368693,13.884649988955255
T1_E34,Bicopfamily.student,0,-0.021840067580342293,0.007579396013170481,0.9813414812088013,9.143007278442383,-7.299240517539561,-6.598481035079121,13.811516388019474
T1_E35,Bicopfamily.clayton,0,-3.26301908493042,0.14725950360298157,0.9883608818054199,,2.3704158653478995,10.740831730695799,26.048329798019747
T1_E36,Bicopfamily.student,0,-0.04692411795258522,0.0025734666269272566,0.9720667004585266,11.438420295715332,-0.0799895157786521,7.840020968442696,28.25001839154129
T1_E37,Bicopfamily.student,0,0.28052860498428345,0.019989915192127228,0.9830030798912048,10.414995193481445,-50.82597926990788,-93.65195853981577,-73.24196111671716
T1_E38,Bicopfamily.frank,0,-0.7020946145057678,-0.12777015566825867,0.9830026030540466,,-11.309909491326856,-16.61981898265371,-1.3123209153297637
T1_E39,Bicopfamily.gaussian,0,0.07082820683717728,0.021593311801552773,0.9005609154701233,,-4.986777514394553,-3.9735550287891055,11.333943038534843
T1_E40,Bicopfamily.student,0,0.17437659204006195,0.002860925393179059,0.9713932275772095,22.3132381439209,-18.87292791005832,-29.74585582011664,-9.335858397018043
T1_E41,Bicopfamily.frank,0,-0.13150718808174133,0.1465306431055069,0.9888995885848999,,-7.985127901527454,-9.970255803054908,5.33724226426904
T1_E42,Bicopfamily.gumbel,270,-3.3554818630218506,1.0608075857162476,0.9916478395462036,,2.673951358697742,11.347902717395485,26.655400784719433
T1_E43,Bicopfamily.student,0,0.05746987834572792,0.009197237901389599,0.9799127578735352,24.558670043945312,-6.596450692008757,-5.192901384017514,15.217096039081081
T1_E44,Bicopfamily.frank,0,0.6879317760467529,0.15610231459140778,0.9917105436325073,,2.877673851710856,11.755347703421712,27.06284577074566
T1_E45,Bicopfamily.student,0,0.11669448018074036,0.019310718402266502,0.963939905166626,15.728376388549805,-9.472917801703886,-10.945835603407772,9.464161819690823
T1_E46,Bicopfamily.student,0,0.009983688592910767,0.008744693361222744,0.9805462956428528,10.316777229309082,-5.915461854947312,-3.8309237098946234,16.57907371320397
T1_E47,Bicopfamily.student,0,-0.06716278940439224,-0.0046164472587406635,0.9748650789260864,9.842184066772461,-5.914635126548344,-3.829270253096688,16.580727170001907
T1_E48,Bicopfamily.frank,0,-0.3265889883041382,-0.04713858291506767,0.968180239200592,,-1.8034288392823825,2.393142321435235,17.700640388759183
T1_E49,Bicopfamily.student,0,-0.09189634025096893,0.013685503974556923,0.9627999067306519,10.161364555358887,0.16640226254774715,8.332804525095494,28.74280194819409
T1_E50,Bicopfamily.gaussian,0,0.06559532135725021,0.03846428170800209,0.8156664967536926,,-5.57317288729896,-5.14634577459792,10.161152292726028
T1_E51,Bicopfamily.student,0,-0.11220035701990128,-0.00020314083667472005,0.9605968594551086,20.459754943847656,-8.238132490514367,-8.476264981028734,11.93373244206986
T1_E52,Bicopfamily.student,0,-0.14108796417713165,0.025113234296441078,0.8863620758056641,13.260478973388672,-16.238700948369488,-24.477401896738975,-4.06740447364038
T1_E53,Bicopfamily.gumbel,90,-2.467583179473877,-0.14669741690158844,0.9150249361991882,,-13.361625381792877,-20.723250763585753,-5.415752696261805
T1_E54,Bicopfamily.frank,0,0.1326240599155426,0.12871739268302917,0.9918400049209595,,-14.489127036390641,-22.978254072781283,-7.670756005457335
T1_E55,Bicopfamily.student,0,0.06241496279835701,0.0015492427628487349,0.9592111110687256,9.769326210021973,-6.595471503157309,-5.190943006314617,15.219054416783978
T1_E56,Bicopfamily.frank,0,0.703169584274292,-0.09688881039619446,0.9914276599884033,,-13.865528282538206,-21.73105656507641,-6.423558497752463
T1_E57,Bicopfamily.student,0,0.06200626119971275,-0.015388604253530502,0.920759379863739,13.658415794372559,-1.4775690468270013,5.044861906345997,25.45485932944459
T1_E58,Bicopfamily.frank,0,-0.23120155930519104,-0.04787018522620201,0.9819746613502502,,-1.8754828133284178,2.2490343733431644,17.556532440667112
T1_E59,Bicopfamily.student,0,-0.04994397237896919,-0.014787597581744194,0.9685640335083008,26.943561553955078,-4.570163406009003,-1.1403268120180066,19.26967061108059
T2_E0,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E1,Bicopfamily.gaussian,0,-0.0054436433129012585,0.0009803685825318098,0.9543725252151489,,-0.010877127740016812,5.978245744519967,21.285743811843915
T2_E2,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E3,Bicopfamily.student,0,0.0013825753703713417,-0.008530610240995884,0.893440842628479,18.521827697753906,-1.1489373164577636,5.702125367084473,26.11212279018307
T2_E4,Bicopfamily.clayton,270,-3.1929147243499756,0.10330557823181152,0.9877150058746338,,-1.0416484713189973,3.9167030573620054,19.224201124685955
T2_E5,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E7,Bicopfamily.student,0,-0.022212155163288116,0.01750396192073822,0.9782731533050537,15.03135871887207,-4.271934131267823,-0.5438682625356464,19.86612916056295
T2_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E9,Bicopfamily.student,0,0.032465964555740356,0.0038056105840951204,0.988052248954773,15.440587043762207,-3.47697792436521,1.0460441512695802,21.456041574368175
T2_E10,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E11,Bicopfamily.student,0,-0.006898224353790283,-0.0044588493183255196,0.9623690247535706,24.749523162841797,0.8005143237223324,9.601028647444664,30.01102607054326
T2_E12,Bicopfamily.student,0,0.28356465697288513,0.13474951684474945,0.9564181566238403,8.390731811523438,-482.4715664094193,-956.9431328188386,-936.53313539574
T2_E13,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E14,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E16,Bicopfamily.student,0,0.014043519273400307,0.0007819667225703597,0.9661911725997925,18.13881492614746,4.805061195152906,17.61012239030581,38.020119813404406
T2_E17,Bicopfamily.student,0,-0.024464331567287445,-0.012616829015314579,0.9786921143531799,8.480313301086426,1.2404304594811832,10.480860918962367,30.890858342060962
T2_E18,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E19,Bicopfamily.gaussian,0,0.14226049184799194,0.02410830929875374,0.9624754786491394,,-15.564265895015222,-25.128531790030443,-9.821033722706495
T2_E20,Bicopfamily.gaussian,0,-0.13845334947109222,0.007484796456992626,0.9694761037826538,,-11.903026603575352,-17.806053207150704,-2.498555139826756
T2_E21,Bicopfamily.frank,0,-0.1438564956188202,-0.053346071392297745,0.9575481414794922,,-0.876762674792,4.246474650416,19.55397271773995
T2_E22,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E23,Bicopfamily.gumbel,90,-4.4770894050598145,0.15545092523097992,0.9881587624549866,,1.3985474926334327,8.797094985266865,24.104593052590815
T2_E24,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E25,Bicopfamily.student,0,-0.051691293716430664,0.00619545066729188,0.9833313226699829,16.333803176879883,-4.676220862485575,-1.3524417249711504,19.057555698127445
T2_E26,Bicopfamily.student,0,-0.08648301661014557,0.008141539990901947,0.9757965803146362,24.873388290405273,-4.784523474038229,-1.5690469480764584,18.840950475022137
T2_E27,Bicopfamily.frank,0,0.38481587171554565,0.045516978949308395,0.9748560190200806,,2.5640552332239244,11.128110466447849,26.4356085337718
T2_E28,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E29,Bicopfamily.frank,0,0.3547215163707733,0.009374129585921764,0.9807027578353882,,-2.2816719093829443,1.4366561812341114,16.74415424855806
T2_E30,Bicopfamily.student,0,-0.042537834495306015,0.02702394686639309,0.9139651656150818,12.480820655822754,-3.799539709118976,0.4009205817620476,20.810918004860643
T2_E31,Bicopfamily.student,0,-0.09351858496665955,0.026564396917819977,0.9578096270561218,22.54364013671875,-10.899957860332407,-13.799915720664814,6.6100817024337815
T2_E32,Bicopfamily.student,0,0.04924537241458893,-0.013257366605103016,0.9900978803634644,8.642266273498535,4.103852034597795,16.20770406919559,36.61770149229419
T2_E33,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E34,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E35,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E36,Bicopfamily.clayton,90,-3.7897088527679443,1.3782163858413696,0.992854654788971,,2.2808763452717895,10.561752690543578,25.869250757867526
T2_E37,Bicopfamily.student,0,0.01987661048769951,-0.002044231863692403,0.9810747504234314,19.720224380493164,3.282169665918386,14.564339331836772,34.974336754935365
T2_E38,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E39,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E40,Bicopfamily.frank,0,-1.1658034324645996,0.20895478129386902,0.9923087358474731,,-96.36246633014957,-186.72493266029915,-171.4174345929752
T2_E41,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E42,Bicopfamily.student,0,0.08712326735258102,-0.00022611540043726563,0.9639092087745667,13.606710433959961,-2.549064796517833,2.901870406964334,23.31186783006293
T2_E43,Bicopfamily.clayton,270,-3.906339168548584,1.3742812871932983,0.9929226636886597,,2.23171614120975,10.4634322824195,25.77093034974345
T2_E44,Bicopfamily.student,0,-0.044218242168426514,0.12476997822523117,0.9559573531150818,17.852571487426758,-196.43154379891382,-384.86308759782764,-364.453090174729
T2_E45,Bicopfamily.student,0,-0.04439986124634743,0.12480960786342621,0.9559569358825684,24.203767776489258,-222.55285902180347,-437.10571804360694,-416.6957206205083
T2_E46,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E47,Bicopfamily.frank,0,0.8233634829521179,0.9846197962760925,0.9940489530563354,,-368.06397550620625,-730.1279510124125,-714.8204529450885
T2_E48,Bicopfamily.gaussian,0,-0.02167675457894802,-0.01061633974313736,0.9795604348182678,,-1.910007994709647,2.179984010580706,17.487482077904655
T2_E49,Bicopfamily.gaussian,0,-0.25396034121513367,0.10493247210979462,0.9550442099571228,,-413.5462190923007,-821.0924381846014,-805.7849401172774
T2_E50,Bicopfamily.gumbel,90,-3.2805163860321045,0.4489436149597168,0.9785189628601074,,0.28986024262464105,6.5797204852492825,21.88721855257323
T2_E51,Bicopfamily.student,0,-0.08736895024776459,-0.002627990208566189,0.9268409013748169,15.358287811279297,-4.391443007919077,-0.7828860158381534,19.627111407260443
T2_E52,Bicopfamily.student,0,0.07805261015892029,-0.012955470010638237,0.97723388671875,14.320710182189941,-6.842845224490589,-5.685690448981179,14.724306974117416
T2_E53,Bicopfamily.student,0,-0.12781132757663727,-0.0019129447173327208,0.9675314426422119,13.10007095336914,-7.939975541246947,-7.8799510824938945,12.5300463406047
T2_E54,Bicopfamily.frank,0,0.5526068806648254,0.037212200462818146,0.9779781699180603,,-5.26592601764026,-4.5318520352805205,10.775646032043428
T2_E55,Bicopfamily.clayton,180,-0.8447651267051697,0.049968965351581573,0.9686691761016846,,-39.873719386552665,-73.74743877310533,-58.43994070578138
T2_E56,Bicopfamily.frank,0,-0.06395569443702698,0.21384277939796448,0.9812207221984863,,-18.034924161293105,-30.06984832258621,-14.762350255262263
T2_E57,Bicopfamily.student,0,-0.058703720569610596,0.007605639286339283,0.9813364148139954,14.301453590393066,7.207195920063423,22.414391840126846,42.82438926322544
T2_E58,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E0,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E1,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E2,Bicopfamily.gumbel,270,-2.3287806510925293,0.08516101539134979,0.9585073590278625,,-15.575470107293981,-25.150940214587962,-9.843442147264014
T3_E3,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E4,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E5,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E7,Bicopfamily.student,0,-0.011891784146428108,0.018639342859387398,0.977786123752594,21.7330379486084,-4.837407591629706,-1.6748151832594118,18.735182239839183
T3_E8,Bicopfamily.gumbel,0,-2.9040896892547607,0.7336145043373108,0.9913201928138733,,3.2387880600817778,12.477576120163555,27.785074187487503
T3_E9,Bicopfamily.gumbel,90,-4.699921131134033,1.3617671728134155,0.9928967356681824,,1.5961991315875683,9.192398263175136,24.499896330499084
T3_E10,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E11,Bicopfamily.student,0,0.4268086552619934,0.030790043994784355,0.9680637121200562,16.525941848754883,-130.43744966600724,-252.87489933201448,-232.4649019089159
T3_E12,Bicopfamily.gaussian,0,0.3776460587978363,0.019455140456557274,0.9466989040374756,,-90.31118297453301,-174.62236594906602,-159.3148678817421
T3_E13,Bicopfamily.frank,0,2.465118408203125,0.1494632363319397,0.9903683662414551,,-146.22332705393987,-286.44665410787974,-271.1391560405558
T3_E14,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
